# docNum,location,paperID,pubYear,pubMonth,pubDate,Title
34,NationalAntiSlaveryStandard/18480224/012.txt,5,1848,02,24,
35,NationalAntiSlaveryStandard/18430112/006.txt,5,1843,01,12,
36,NationalAntiSlaveryStandard/18430112/002.txt,5,1843,01,12,
37,NationalAntiSlaveryStandard/18430112/001.txt,5,1843,01,12,
38,NationalAntiSlaveryStandard/18430112/004.txt,5,1843,01,12,
39,NationalAntiSlaveryStandard/18430112/003.txt,5,1843,01,12,
40,NationalAntiSlaveryStandard/18430112/007.txt,5,1843,01,12,
41,NationalAntiSlaveryStandard/18430112/008.txt,5,1843,01,12,
42,NationalAntiSlaveryStandard/18430112/005.txt,5,1843,01,12,
43,NationalAntiSlaveryStandard/18430112/009.txt,5,1843,01,12,
44,NationalAntiSlaveryStandard/18421006/013.txt,5,1842,10,06,
45,NationalAntiSlaveryStandard/18421006/011.txt,5,1842,10,06,
46,NationalAntiSlaveryStandard/18421006/006.txt,5,1842,10,06,
47,NationalAntiSlaveryStandard/18421006/002.txt,5,1842,10,06,
48,NationalAntiSlaveryStandard/18421006/001.txt,5,1842,10,06,
49,NationalAntiSlaveryStandard/18421006/004.txt,5,1842,10,06,
50,NationalAntiSlaveryStandard/18421006/003.txt,5,1842,10,06,
51,NationalAntiSlaveryStandard/18421006/007.txt,5,1842,10,06,
52,NationalAntiSlaveryStandard/18421006/008.txt,5,1842,10,06,
53,NationalAntiSlaveryStandard/18421006/005.txt,5,1842,10,06,
54,NationalAntiSlaveryStandard/18421006/009.txt,5,1842,10,06,
55,NationalAntiSlaveryStandard/18421006/010.txt,5,1842,10,06,
56,NationalAntiSlaveryStandard/18421006/014.txt,5,1842,10,06,
57,NationalAntiSlaveryStandard/18421006/012.txt,5,1842,10,06,
58,NationalAntiSlaveryStandard/18500307/011.txt,5,1850,03,07,
59,NationalAntiSlaveryStandard/18500307/006.txt,5,1850,03,07,
60,NationalAntiSlaveryStandard/18500307/002.txt,5,1850,03,07,
61,NationalAntiSlaveryStandard/18500307/001.txt,5,1850,03,07,
62,NationalAntiSlaveryStandard/18500307/004.txt,5,1850,03,07,
63,NationalAntiSlaveryStandard/18500307/003.txt,5,1850,03,07,
64,NationalAntiSlaveryStandard/18500307/007.txt,5,1850,03,07,
65,NationalAntiSlaveryStandard/18500307/008.txt,5,1850,03,07,
66,NationalAntiSlaveryStandard/18500307/005.txt,5,1850,03,07,
67,NationalAntiSlaveryStandard/18500307/009.txt,5,1850,03,07,
68,NationalAntiSlaveryStandard/18500307/010.txt,5,1850,03,07,
69,NationalAntiSlaveryStandard/18420818/013.txt,5,1842,08,18,
70,NationalAntiSlaveryStandard/18420818/011.txt,5,1842,08,18,
71,NationalAntiSlaveryStandard/18420818/006.txt,5,1842,08,18,
72,NationalAntiSlaveryStandard/18420818/002.txt,5,1842,08,18,
73,NationalAntiSlaveryStandard/18420818/001.txt,5,1842,08,18,
74,NationalAntiSlaveryStandard/18420818/004.txt,5,1842,08,18,
75,NationalAntiSlaveryStandard/18420818/003.txt,5,1842,08,18,
76,NationalAntiSlaveryStandard/18420818/007.txt,5,1842,08,18,
77,NationalAntiSlaveryStandard/18420818/008.txt,5,1842,08,18,
78,NationalAntiSlaveryStandard/18420818/005.txt,5,1842,08,18,
79,NationalAntiSlaveryStandard/18420818/009.txt,5,1842,08,18,
80,NationalAntiSlaveryStandard/18420818/010.txt,5,1842,08,18,
81,NationalAntiSlaveryStandard/18420818/012.txt,5,1842,08,18,
82,NationalAntiSlaveryStandard/18511016/006.txt,5,1851,10,16,
83,NationalAntiSlaveryStandard/18511016/002.txt,5,1851,10,16,
84,NationalAntiSlaveryStandard/18511016/001.txt,5,1851,10,16,
85,NationalAntiSlaveryStandard/18511016/004.txt,5,1851,10,16,
86,NationalAntiSlaveryStandard/18511016/003.txt,5,1851,10,16,
87,NationalAntiSlaveryStandard/18511016/007.txt,5,1851,10,16,
88,NationalAntiSlaveryStandard/18511016/008.txt,5,1851,10,16,
89,NationalAntiSlaveryStandard/18511016/005.txt,5,1851,10,16,
90,NationalAntiSlaveryStandard/18420714/013.txt,5,1842,07,14,
91,NationalAntiSlaveryStandard/18420714/011.txt,5,1842,07,14,
92,NationalAntiSlaveryStandard/18420714/006.txt,5,1842,07,14,
93,NationalAntiSlaveryStandard/18420714/002.txt,5,1842,07,14,
94,NationalAntiSlaveryStandard/18420714/001.txt,5,1842,07,14,
95,NationalAntiSlaveryStandard/18420714/004.txt,5,1842,07,14,
96,NationalAntiSlaveryStandard/18420714/003.txt,5,1842,07,14,
97,NationalAntiSlaveryStandard/18420714/007.txt,5,1842,07,14,
98,NationalAntiSlaveryStandard/18420714/008.txt,5,1842,07,14,
99,NationalAntiSlaveryStandard/18420714/015.txt,5,1842,07,14,
100,NationalAntiSlaveryStandard/18420714/005.txt,5,1842,07,14,
101,NationalAntiSlaveryStandard/18420714/009.txt,5,1842,07,14,
102,NationalAntiSlaveryStandard/18420714/010.txt,5,1842,07,14,
103,NationalAntiSlaveryStandard/18420714/014.txt,5,1842,07,14,
104,NationalAntiSlaveryStandard/18420714/012.txt,5,1842,07,14,
105,NationalAntiSlaveryStandard/18450918/011.txt,5,1845,09,18,
106,NationalAntiSlaveryStandard/18450918/006.txt,5,1845,09,18,
107,NationalAntiSlaveryStandard/18450918/002.txt,5,1845,09,18,
108,NationalAntiSlaveryStandard/18450918/001.txt,5,1845,09,18,
109,NationalAntiSlaveryStandard/18450918/004.txt,5,1845,09,18,
110,NationalAntiSlaveryStandard/18450918/003.txt,5,1845,09,18,
111,NationalAntiSlaveryStandard/18450918/007.txt,5,1845,09,18,
112,NationalAntiSlaveryStandard/18450918/008.txt,5,1845,09,18,
113,NationalAntiSlaveryStandard/18450918/005.txt,5,1845,09,18,
114,NationalAntiSlaveryStandard/18450918/009.txt,5,1845,09,18,
115,NationalAntiSlaveryStandard/18450918/010.txt,5,1845,09,18,
116,NationalAntiSlaveryStandard/18420324/013.txt,5,1842,03,24,
117,NationalAntiSlaveryStandard/18420324/011.txt,5,1842,03,24,
118,NationalAntiSlaveryStandard/18420324/006.txt,5,1842,03,24,
119,NationalAntiSlaveryStandard/18420324/002.txt,5,1842,03,24,
120,NationalAntiSlaveryStandard/18420324/001.txt,5,1842,03,24,
121,NationalAntiSlaveryStandard/18420324/004.txt,5,1842,03,24,
122,NationalAntiSlaveryStandard/18420324/003.txt,5,1842,03,24,
123,NationalAntiSlaveryStandard/18420324/007.txt,5,1842,03,24,
124,NationalAntiSlaveryStandard/18420324/008.txt,5,1842,03,24,
125,NationalAntiSlaveryStandard/18420324/015.txt,5,1842,03,24,
126,NationalAntiSlaveryStandard/18420324/005.txt,5,1842,03,24,
127,NationalAntiSlaveryStandard/18420324/009.txt,5,1842,03,24,
128,NationalAntiSlaveryStandard/18420324/010.txt,5,1842,03,24,
129,NationalAntiSlaveryStandard/18420324/014.txt,5,1842,03,24,
130,NationalAntiSlaveryStandard/18420324/012.txt,5,1842,03,24,
131,NationalAntiSlaveryStandard/18461008/011.txt,5,1846,10,08,
132,NationalAntiSlaveryStandard/18461008/006.txt,5,1846,10,08,
133,NationalAntiSlaveryStandard/18461008/002.txt,5,1846,10,08,
134,NationalAntiSlaveryStandard/18461008/001.txt,5,1846,10,08,
135,NationalAntiSlaveryStandard/18461008/004.txt,5,1846,10,08,
136,NationalAntiSlaveryStandard/18461008/003.txt,5,1846,10,08,
137,NationalAntiSlaveryStandard/18461008/007.txt,5,1846,10,08,
138,NationalAntiSlaveryStandard/18461008/008.txt,5,1846,10,08,
139,NationalAntiSlaveryStandard/18461008/005.txt,5,1846,10,08,
140,NationalAntiSlaveryStandard/18461008/009.txt,5,1846,10,08,
141,NationalAntiSlaveryStandard/18461008/010.txt,5,1846,10,08,
142,NationalAntiSlaveryStandard/18550519/006.txt,5,1855,05,19,
143,NationalAntiSlaveryStandard/18550519/002.txt,5,1855,05,19,
144,NationalAntiSlaveryStandard/18550519/001.txt,5,1855,05,19,
145,NationalAntiSlaveryStandard/18550519/004.txt,5,1855,05,19,
146,NationalAntiSlaveryStandard/18550519/003.txt,5,1855,05,19,
147,NationalAntiSlaveryStandard/18550519/007.txt,5,1855,05,19,
148,NationalAntiSlaveryStandard/18550519/008.txt,5,1855,05,19,
149,NationalAntiSlaveryStandard/18550519/005.txt,5,1855,05,19,
150,NationalAntiSlaveryStandard/18530224/002.txt,5,1853,02,24,
151,NationalAntiSlaveryStandard/18530224/001.txt,5,1853,02,24,
152,NationalAntiSlaveryStandard/18530224/004.txt,5,1853,02,24,
153,NationalAntiSlaveryStandard/18530224/003.txt,5,1853,02,24,
154,NationalAntiSlaveryStandard/18530224/005.txt,5,1853,02,24,
155,NationalAntiSlaveryStandard/18570221/006.txt,5,1857,02,21,
156,NationalAntiSlaveryStandard/18570221/002.txt,5,1857,02,21,
157,NationalAntiSlaveryStandard/18570221/001.txt,5,1857,02,21,
158,NationalAntiSlaveryStandard/18570221/004.txt,5,1857,02,21,
159,NationalAntiSlaveryStandard/18570221/003.txt,5,1857,02,21,
160,NationalAntiSlaveryStandard/18570221/007.txt,5,1857,02,21,
161,NationalAntiSlaveryStandard/18570221/008.txt,5,1857,02,21,
162,NationalAntiSlaveryStandard/18570221/005.txt,5,1857,02,21,
163,NationalAntiSlaveryStandard/18570221/009.txt,5,1857,02,21,
164,NationalAntiSlaveryStandard/18470909/013.txt,5,1847,09,09,
165,NationalAntiSlaveryStandard/18470909/011.txt,5,1847,09,09,
166,NationalAntiSlaveryStandard/18470909/006.txt,5,1847,09,09,
167,NationalAntiSlaveryStandard/18470909/002.txt,5,1847,09,09,
168,NationalAntiSlaveryStandard/18470909/001.txt,5,1847,09,09,
169,NationalAntiSlaveryStandard/18470909/004.txt,5,1847,09,09,
170,NationalAntiSlaveryStandard/18470909/003.txt,5,1847,09,09,
171,NationalAntiSlaveryStandard/18470909/007.txt,5,1847,09,09,
172,NationalAntiSlaveryStandard/18470909/008.txt,5,1847,09,09,
173,NationalAntiSlaveryStandard/18470909/015.txt,5,1847,09,09,
174,NationalAntiSlaveryStandard/18470909/005.txt,5,1847,09,09,
175,NationalAntiSlaveryStandard/18470909/009.txt,5,1847,09,09,
176,NationalAntiSlaveryStandard/18470909/010.txt,5,1847,09,09,
177,NationalAntiSlaveryStandard/18470909/014.txt,5,1847,09,09,
178,NationalAntiSlaveryStandard/18470909/012.txt,5,1847,09,09,
179,NationalAntiSlaveryStandard/18510417/006.txt,5,1851,04,17,
180,NationalAntiSlaveryStandard/18510417/002.txt,5,1851,04,17,
181,NationalAntiSlaveryStandard/18510417/001.txt,5,1851,04,17,
182,NationalAntiSlaveryStandard/18510417/004.txt,5,1851,04,17,
183,NationalAntiSlaveryStandard/18510417/003.txt,5,1851,04,17,
184,NationalAntiSlaveryStandard/18510417/007.txt,5,1851,04,17,
185,NationalAntiSlaveryStandard/18510417/005.txt,5,1851,04,17,
186,NationalAntiSlaveryStandard/18571219/011.txt,5,1857,12,19,
187,NationalAntiSlaveryStandard/18571219/006.txt,5,1857,12,19,
188,NationalAntiSlaveryStandard/18571219/002.txt,5,1857,12,19,
189,NationalAntiSlaveryStandard/18571219/001.txt,5,1857,12,19,
190,NationalAntiSlaveryStandard/18571219/004.txt,5,1857,12,19,
191,NationalAntiSlaveryStandard/18571219/003.txt,5,1857,12,19,
192,NationalAntiSlaveryStandard/18571219/007.txt,5,1857,12,19,
193,NationalAntiSlaveryStandard/18571219/008.txt,5,1857,12,19,
194,NationalAntiSlaveryStandard/18571219/005.txt,5,1857,12,19,
195,NationalAntiSlaveryStandard/18571219/009.txt,5,1857,12,19,
196,NationalAntiSlaveryStandard/18571219/010.txt,5,1857,12,19,
197,NationalAntiSlaveryStandard/18570117/006.txt,5,1857,01,17,
198,NationalAntiSlaveryStandard/18570117/002.txt,5,1857,01,17,
199,NationalAntiSlaveryStandard/18570117/001.txt,5,1857,01,17,
200,NationalAntiSlaveryStandard/18570117/004.txt,5,1857,01,17,
201,NationalAntiSlaveryStandard/18570117/003.txt,5,1857,01,17,
202,NationalAntiSlaveryStandard/18570117/007.txt,5,1857,01,17,
203,NationalAntiSlaveryStandard/18570117/008.txt,5,1857,01,17,
204,NationalAntiSlaveryStandard/18570117/005.txt,5,1857,01,17,
205,NationalAntiSlaveryStandard/18570117/009.txt,5,1857,01,17,
206,NationalAntiSlaveryStandard/18491220/013.txt,5,1849,12,20,
207,NationalAntiSlaveryStandard/18491220/011.txt,5,1849,12,20,
208,NationalAntiSlaveryStandard/18491220/006.txt,5,1849,12,20,
209,NationalAntiSlaveryStandard/18491220/002.txt,5,1849,12,20,
210,NationalAntiSlaveryStandard/18491220/001.txt,5,1849,12,20,
211,NationalAntiSlaveryStandard/18491220/004.txt,5,1849,12,20,
212,NationalAntiSlaveryStandard/18491220/003.txt,5,1849,12,20,
213,NationalAntiSlaveryStandard/18491220/007.txt,5,1849,12,20,
214,NationalAntiSlaveryStandard/18491220/008.txt,5,1849,12,20,
215,NationalAntiSlaveryStandard/18491220/005.txt,5,1849,12,20,
216,NationalAntiSlaveryStandard/18491220/009.txt,5,1849,12,20,
217,NationalAntiSlaveryStandard/18491220/010.txt,5,1849,12,20,
218,NationalAntiSlaveryStandard/18491220/014.txt,5,1849,12,20,
219,NationalAntiSlaveryStandard/18491220/012.txt,5,1849,12,20,
220,NationalAntiSlaveryStandard/18450313/006.txt,5,1845,03,13,
221,NationalAntiSlaveryStandard/18450313/002.txt,5,1845,03,13,
222,NationalAntiSlaveryStandard/18450313/001.txt,5,1845,03,13,
223,NationalAntiSlaveryStandard/18450313/004.txt,5,1845,03,13,
224,NationalAntiSlaveryStandard/18450313/003.txt,5,1845,03,13,
225,NationalAntiSlaveryStandard/18450313/007.txt,5,1845,03,13,
226,NationalAntiSlaveryStandard/18450313/008.txt,5,1845,03,13,
227,NationalAntiSlaveryStandard/18450313/005.txt,5,1845,03,13,
228,NationalAntiSlaveryStandard/18450313/009.txt,5,1845,03,13,
229,NationalAntiSlaveryStandard/18530903/006.txt,5,1853,09,03,
230,NationalAntiSlaveryStandard/18530903/002.txt,5,1853,09,03,
231,NationalAntiSlaveryStandard/18530903/001.txt,5,1853,09,03,
232,NationalAntiSlaveryStandard/18530903/004.txt,5,1853,09,03,
233,NationalAntiSlaveryStandard/18530903/003.txt,5,1853,09,03,
234,NationalAntiSlaveryStandard/18530903/005.txt,5,1853,09,03,
235,NationalAntiSlaveryStandard/18530702/002.txt,5,1853,07,02,
236,NationalAntiSlaveryStandard/18530702/001.txt,5,1853,07,02,
237,NationalAntiSlaveryStandard/18530702/004.txt,5,1853,07,02,
238,NationalAntiSlaveryStandard/18530702/003.txt,5,1853,07,02,
239,NationalAntiSlaveryStandard/18460416/013.txt,5,1846,04,16,
240,NationalAntiSlaveryStandard/18460416/011.txt,5,1846,04,16,
241,NationalAntiSlaveryStandard/18460416/006.txt,5,1846,04,16,
242,NationalAntiSlaveryStandard/18460416/002.txt,5,1846,04,16,
243,NationalAntiSlaveryStandard/18460416/001.txt,5,1846,04,16,
244,NationalAntiSlaveryStandard/18460416/004.txt,5,1846,04,16,
245,NationalAntiSlaveryStandard/18460416/003.txt,5,1846,04,16,
246,NationalAntiSlaveryStandard/18460416/007.txt,5,1846,04,16,
247,NationalAntiSlaveryStandard/18460416/008.txt,5,1846,04,16,
248,NationalAntiSlaveryStandard/18460416/005.txt,5,1846,04,16,
249,NationalAntiSlaveryStandard/18460416/009.txt,5,1846,04,16,
250,NationalAntiSlaveryStandard/18460416/010.txt,5,1846,04,16,
251,NationalAntiSlaveryStandard/18460416/012.txt,5,1846,04,16,
252,NationalAntiSlaveryStandard/18530827/006.txt,5,1853,08,27,
253,NationalAntiSlaveryStandard/18530827/002.txt,5,1853,08,27,
254,NationalAntiSlaveryStandard/18530827/001.txt,5,1853,08,27,
255,NationalAntiSlaveryStandard/18530827/004.txt,5,1853,08,27,
256,NationalAntiSlaveryStandard/18530827/003.txt,5,1853,08,27,
257,NationalAntiSlaveryStandard/18530827/007.txt,5,1853,08,27,
258,NationalAntiSlaveryStandard/18530827/005.txt,5,1853,08,27,
259,NationalAntiSlaveryStandard/18450102/011.txt,5,1845,01,02,
260,NationalAntiSlaveryStandard/18450102/006.txt,5,1845,01,02,
261,NationalAntiSlaveryStandard/18450102/002.txt,5,1845,01,02,
262,NationalAntiSlaveryStandard/18450102/001.txt,5,1845,01,02,
263,NationalAntiSlaveryStandard/18450102/004.txt,5,1845,01,02,
264,NationalAntiSlaveryStandard/18450102/003.txt,5,1845,01,02,
265,NationalAntiSlaveryStandard/18450102/007.txt,5,1845,01,02,
266,NationalAntiSlaveryStandard/18450102/008.txt,5,1845,01,02,
267,NationalAntiSlaveryStandard/18450102/005.txt,5,1845,01,02,
268,NationalAntiSlaveryStandard/18450102/009.txt,5,1845,01,02,
269,NationalAntiSlaveryStandard/18450102/010.txt,5,1845,01,02,
270,NationalAntiSlaveryStandard/18450102/012.txt,5,1845,01,02,
271,NationalAntiSlaveryStandard/18520122/011.txt,5,1852,01,22,
272,NationalAntiSlaveryStandard/18520122/006.txt,5,1852,01,22,
273,NationalAntiSlaveryStandard/18520122/002.txt,5,1852,01,22,
274,NationalAntiSlaveryStandard/18520122/001.txt,5,1852,01,22,
275,NationalAntiSlaveryStandard/18520122/004.txt,5,1852,01,22,
276,NationalAntiSlaveryStandard/18520122/003.txt,5,1852,01,22,
277,NationalAntiSlaveryStandard/18520122/007.txt,5,1852,01,22,
278,NationalAntiSlaveryStandard/18520122/008.txt,5,1852,01,22,
279,NationalAntiSlaveryStandard/18520122/005.txt,5,1852,01,22,
280,NationalAntiSlaveryStandard/18520122/009.txt,5,1852,01,22,
281,NationalAntiSlaveryStandard/18520122/010.txt,5,1852,01,22,
282,NationalAntiSlaveryStandard/18520122/012.txt,5,1852,01,22,
283,NationalAntiSlaveryStandard/18420303/011.txt,5,1842,03,03,
284,NationalAntiSlaveryStandard/18420303/006.txt,5,1842,03,03,
285,NationalAntiSlaveryStandard/18420303/002.txt,5,1842,03,03,
286,NationalAntiSlaveryStandard/18420303/001.txt,5,1842,03,03,
287,NationalAntiSlaveryStandard/18420303/004.txt,5,1842,03,03,
288,NationalAntiSlaveryStandard/18420303/003.txt,5,1842,03,03,
289,NationalAntiSlaveryStandard/18420303/007.txt,5,1842,03,03,
290,NationalAntiSlaveryStandard/18420303/008.txt,5,1842,03,03,
291,NationalAntiSlaveryStandard/18420303/005.txt,5,1842,03,03,
292,NationalAntiSlaveryStandard/18420303/009.txt,5,1842,03,03,
293,NationalAntiSlaveryStandard/18420303/010.txt,5,1842,03,03,
294,NationalAntiSlaveryStandard/18420303/012.txt,5,1842,03,03,
295,NationalAntiSlaveryStandard/18480720/011.txt,5,1848,07,20,
296,NationalAntiSlaveryStandard/18480720/006.txt,5,1848,07,20,
297,NationalAntiSlaveryStandard/18480720/002.txt,5,1848,07,20,
298,NationalAntiSlaveryStandard/18480720/001.txt,5,1848,07,20,
299,NationalAntiSlaveryStandard/18480720/004.txt,5,1848,07,20,
300,NationalAntiSlaveryStandard/18480720/003.txt,5,1848,07,20,
301,NationalAntiSlaveryStandard/18480720/007.txt,5,1848,07,20,
302,NationalAntiSlaveryStandard/18480720/008.txt,5,1848,07,20,
303,NationalAntiSlaveryStandard/18480720/005.txt,5,1848,07,20,
304,NationalAntiSlaveryStandard/18480720/009.txt,5,1848,07,20,
305,NationalAntiSlaveryStandard/18480720/010.txt,5,1848,07,20,
306,NationalAntiSlaveryStandard/18480720/012.txt,5,1848,07,20,
307,NationalAntiSlaveryStandard/18520909/002.txt,5,1852,09,09,
308,NationalAntiSlaveryStandard/18520909/001.txt,5,1852,09,09,
309,NationalAntiSlaveryStandard/18520909/004.txt,5,1852,09,09,
310,NationalAntiSlaveryStandard/18520909/003.txt,5,1852,09,09,
311,NationalAntiSlaveryStandard/18540708/002.txt,5,1854,07,08,
312,NationalAntiSlaveryStandard/18540708/001.txt,5,1854,07,08,
313,NationalAntiSlaveryStandard/18540708/004.txt,5,1854,07,08,
314,NationalAntiSlaveryStandard/18540708/003.txt,5,1854,07,08,
315,NationalAntiSlaveryStandard/18540708/005.txt,5,1854,07,08,
316,NationalAntiSlaveryStandard/18531203/002.txt,5,1853,12,03,
317,NationalAntiSlaveryStandard/18531203/001.txt,5,1853,12,03,
318,NationalAntiSlaveryStandard/18531203/004.txt,5,1853,12,03,
319,NationalAntiSlaveryStandard/18531203/003.txt,5,1853,12,03,
320,NationalAntiSlaveryStandard/18440919/013.txt,5,1844,09,19,
321,NationalAntiSlaveryStandard/18440919/011.txt,5,1844,09,19,
322,NationalAntiSlaveryStandard/18440919/006.txt,5,1844,09,19,
323,NationalAntiSlaveryStandard/18440919/002.txt,5,1844,09,19,
324,NationalAntiSlaveryStandard/18440919/001.txt,5,1844,09,19,
325,NationalAntiSlaveryStandard/18440919/004.txt,5,1844,09,19,
326,NationalAntiSlaveryStandard/18440919/003.txt,5,1844,09,19,
327,NationalAntiSlaveryStandard/18440919/007.txt,5,1844,09,19,
328,NationalAntiSlaveryStandard/18440919/008.txt,5,1844,09,19,
329,NationalAntiSlaveryStandard/18440919/015.txt,5,1844,09,19,
330,NationalAntiSlaveryStandard/18440919/005.txt,5,1844,09,19,
331,NationalAntiSlaveryStandard/18440919/009.txt,5,1844,09,19,
332,NationalAntiSlaveryStandard/18440919/010.txt,5,1844,09,19,
333,NationalAntiSlaveryStandard/18440919/014.txt,5,1844,09,19,
334,NationalAntiSlaveryStandard/18440919/012.txt,5,1844,09,19,
335,NationalAntiSlaveryStandard/18480420/013.txt,5,1848,04,20,
336,NationalAntiSlaveryStandard/18480420/011.txt,5,1848,04,20,
337,NationalAntiSlaveryStandard/18480420/006.txt,5,1848,04,20,
338,NationalAntiSlaveryStandard/18480420/002.txt,5,1848,04,20,
339,NationalAntiSlaveryStandard/18480420/001.txt,5,1848,04,20,
340,NationalAntiSlaveryStandard/18480420/004.txt,5,1848,04,20,
341,NationalAntiSlaveryStandard/18480420/003.txt,5,1848,04,20,
342,NationalAntiSlaveryStandard/18480420/007.txt,5,1848,04,20,
343,NationalAntiSlaveryStandard/18480420/008.txt,5,1848,04,20,
344,NationalAntiSlaveryStandard/18480420/015.txt,5,1848,04,20,
345,NationalAntiSlaveryStandard/18480420/005.txt,5,1848,04,20,
346,NationalAntiSlaveryStandard/18480420/009.txt,5,1848,04,20,
347,NationalAntiSlaveryStandard/18480420/010.txt,5,1848,04,20,
348,NationalAntiSlaveryStandard/18480420/014.txt,5,1848,04,20,
349,NationalAntiSlaveryStandard/18480420/012.txt,5,1848,04,20,
350,NationalAntiSlaveryStandard/18431207/011.txt,5,1843,12,07,
351,NationalAntiSlaveryStandard/18431207/006.txt,5,1843,12,07,
352,NationalAntiSlaveryStandard/18431207/002.txt,5,1843,12,07,
353,NationalAntiSlaveryStandard/18431207/001.txt,5,1843,12,07,
354,NationalAntiSlaveryStandard/18431207/004.txt,5,1843,12,07,
355,NationalAntiSlaveryStandard/18431207/003.txt,5,1843,12,07,
356,NationalAntiSlaveryStandard/18431207/007.txt,5,1843,12,07,
357,NationalAntiSlaveryStandard/18431207/008.txt,5,1843,12,07,
358,NationalAntiSlaveryStandard/18431207/005.txt,5,1843,12,07,
359,NationalAntiSlaveryStandard/18431207/009.txt,5,1843,12,07,
360,NationalAntiSlaveryStandard/18431207/010.txt,5,1843,12,07,
361,NationalAntiSlaveryStandard/18441017/013.txt,5,1844,10,17,
362,NationalAntiSlaveryStandard/18441017/011.txt,5,1844,10,17,
363,NationalAntiSlaveryStandard/18441017/006.txt,5,1844,10,17,
364,NationalAntiSlaveryStandard/18441017/002.txt,5,1844,10,17,
365,NationalAntiSlaveryStandard/18441017/001.txt,5,1844,10,17,
366,NationalAntiSlaveryStandard/18441017/004.txt,5,1844,10,17,
367,NationalAntiSlaveryStandard/18441017/003.txt,5,1844,10,17,
368,NationalAntiSlaveryStandard/18441017/007.txt,5,1844,10,17,
369,NationalAntiSlaveryStandard/18441017/008.txt,5,1844,10,17,
370,NationalAntiSlaveryStandard/18441017/005.txt,5,1844,10,17,
371,NationalAntiSlaveryStandard/18441017/009.txt,5,1844,10,17,
372,NationalAntiSlaveryStandard/18441017/010.txt,5,1844,10,17,
373,NationalAntiSlaveryStandard/18441017/014.txt,5,1844,10,17,
374,NationalAntiSlaveryStandard/18441017/012.txt,5,1844,10,17,
375,NationalAntiSlaveryStandard/18540610/002.txt,5,1854,06,10,
376,NationalAntiSlaveryStandard/18540610/001.txt,5,1854,06,10,
377,NationalAntiSlaveryStandard/18540610/004.txt,5,1854,06,10,
378,NationalAntiSlaveryStandard/18540610/003.txt,5,1854,06,10,
379,NationalAntiSlaveryStandard/18491206/011.txt,5,1849,12,06,
380,NationalAntiSlaveryStandard/18491206/006.txt,5,1849,12,06,
381,NationalAntiSlaveryStandard/18491206/002.txt,5,1849,12,06,
382,NationalAntiSlaveryStandard/18491206/001.txt,5,1849,12,06,
383,NationalAntiSlaveryStandard/18491206/004.txt,5,1849,12,06,
384,NationalAntiSlaveryStandard/18491206/003.txt,5,1849,12,06,
385,NationalAntiSlaveryStandard/18491206/007.txt,5,1849,12,06,
386,NationalAntiSlaveryStandard/18491206/008.txt,5,1849,12,06,
